Date,City,NO2,O3,CO,PM2.5,AQI,Month,Wind_Speed,Precip,Temp,Target_AQI,AQI_Lag1,AQI_7Day_Mean
2019-11-10,Los Angeles,21.433333,0.041706,0.770833,22.4,73.0,11,5.248368,0.0,65.84,92.0,66.0,84.42857142857143
2019-11-11,Atlanta,21.4,0.015588,0.666667,15.0,57.0,11,3.693296,0.0196850393700787,54.86,25.0,54.0,49.0
2019-11-11,Los Angeles,27.420833,0.049176,0.529167,31.8,92.0,11,4.8596,0.0,64.22,92.0,73.0,83.71428571428571
2019-11-12,Atlanta,12.841667,0.020353,0.3875,6.145833,25.0,11,16.717024,0.4212598425196851,47.48,39.0,57.0,45.57142857142857
2019-11-12,Los Angeles,40.358333,0.042235,0.816667,31.7,92.0,11,5.4427520000000005,0.0,63.68,94.0,92.0,86.71428571428571
2019-11-13,Atlanta,21.116667,0.024588,0.5,6.295833,39.0,11,8.358512,0.0,32.72,52.0,25.0,43.285714285714285
2019-11-13,Los Angeles,37.866667,0.036647,0.825,32.7,94.0,11,4.470832000000001,0.0,62.959999999999994,88.0,92.0,88.57142857142857
2019-11-14,Atlanta,26.225,0.012412,0.608333,12.8,52.0,11,8.552896,0.1889763779527559,39.02,51.0,39.0,42.857142857142854
2019-11-14,Los Angeles,35.458333,0.037765,0.679167,29.6,88.0,11,5.4427520000000005,0.0,62.24,76.0,94.0,83.85714285714286
2019-11-15,Atlanta,22.55,0.007059,0.533333,12.220833,51.0,11,6.9978240000000005,0.5708661417322834,45.14,45.0,52.0,45.285714285714285
2019-11-15,Los Angeles,33.425,0.027118,0.708333,24.0,76.0,11,4.276448,0.0,62.959999999999994,77.0,88.0,83.0
2019-11-16,Atlanta,20.979167,0.019588,0.6,10.854167,45.0,11,7.77536,0.0,49.28,48.0,51.0,46.142857142857146
2019-11-16,Los Angeles,33.320833,0.039176,1.066667,24.495833,77.0,11,4.665216000000001,0.0,62.959999999999994,68.0,76.0,84.57142857142857
2019-11-17,Atlanta,20.795238,0.026059,0.771429,11.6,48.0,11,4.470832000000001,0.0,54.86,41.0,45.0,45.285714285714285
2019-11-17,Los Angeles,35.2375,0.048941,1.358333,20.395833,68.0,11,3.110144,0.0,69.8,67.0,77.0,83.85714285714286
2019-11-18,Atlanta,19.925,0.023647,0.604167,9.854167,41.0,11,5.053984,0.0,56.66,52.0,48.0,43.0
2019-11-18,Los Angeles,51.175,0.033588,0.791667,11.545833,67.0,11,5.83152,0.0,77.54,74.0,68.0,80.28571428571429
2019-11-19,Atlanta,20.120833,0.015059,0.529167,12.521739,52.0,11,5.83152,0.0,51.08,37.0,41.0,46.857142857142854
2019-11-19,Los Angeles,40.316667,0.040118,0.758333,16.782609,74.0,11,6.025904000000001,0.0118110236220472,69.62,41.0,67.0,77.71428571428571
2019-11-20,Atlanta,24.791667,0.013059,0.433333,7.645833,37.0,11,6.9978240000000005,0.0,53.06,48.0,52.0,46.57142857142857
2019-11-20,Los Angeles,25.0,0.033059,0.333333,9.995833,41.0,11,10.107968,0.3503937007874016,60.8,45.0,74.0,70.14285714285714
2019-11-21,Atlanta,25.820833,0.018118,0.779167,11.595833,48.0,11,4.082064,0.0,53.78,65.0,37.0,46.0
2019-11-21,Los Angeles,22.654167,0.022412,0.491667,10.9125,45.0,11,4.665216000000001,0.0118110236220472,58.1,56.0,41.0,64.0
2019-11-22,Atlanta,21.695833,0.013824,0.683333,18.804167,65.0,11,3.498912,0.0118110236220472,56.84,50.0,48.0,48.0
2019-11-22,Los Angeles,31.45,0.032765,0.75,14.322727,56.0,11,5.83152,0.0,61.52,76.0,45.0,61.142857142857146
2019-11-23,Atlanta,13.4625,0.021059,0.583333,11.933333,50.0,11,9.913584000000002,0.5590551181102363,61.7,26.0,65.0,48.714285714285715
2019-11-23,Los Angeles,29.425,0.039412,0.716667,24.2875,76.0,11,4.470832000000001,0.0,64.4,109.0,56.0,61.0
2019-11-24,Atlanta,10.066667,0.013824,0.404762,5.2625,26.0,11,10.69112,0.0,48.74,43.0,50.0,45.57142857142857
2019-11-24,Los Angeles,28.25,0.038294,0.7,38.6375,109.0,11,5.83152,0.0,64.75999999999999,92.0,76.0,66.85714285714286
2019-11-25,Atlanta,21.1875,0.012412,0.575,10.408333,43.0,11,3.88768,0.0,47.3,55.0,26.0,45.857142857142854
2019-11-25,Los Angeles,26.583333,0.040941,0.825,31.625,92.0,11,6.609056000000001,0.0,61.16,79.0,109.0,70.42857142857143
2019-11-26,Atlanta,24.1875,0.028824,0.945833,13.9,55.0,11,3.88768,0.0,51.44,33.0,43.0,46.285714285714285
2019-11-26,Los Angeles,38.7875,0.033176,0.591667,25.454167,79.0,11,6.80344,0.0,62.24,65.0,92.0,71.14285714285714
2019-11-27,Atlanta,14.541667,0.028941,0.570833,7.958333,33.0,11,10.302352,0.2401574803149606,64.04,30.0,55.0,45.714285714285715
2019-11-27,Los Angeles,31.929167,0.036294,0.483333,18.834783,65.0,11,7.969744000000001,0.2716535433070866,58.46,38.0,79.0,74.57142857142857
2019-11-28,Atlanta,10.183333,0.024294,0.4,4.133333,30.0,11,11.66304,0.0,53.42,40.0,33.0,43.142857142857146
2019-11-28,Los Angeles,11.466667,0.035412,0.366667,6.7,38.0,11,8.164128,0.7795275590551181,52.16,66.0,65.0,73.57142857142857
2019-11-29,Atlanta,17.608333,0.012176,0.558333,9.6,40.0,11,4.276448,0.0,56.120000000000005,55.0,30.0,39.57142857142857
2019-11-29,Los Angeles,23.683333,0.028059,0.554167,19.179167,66.0,11,7.192208000000001,0.0118110236220472,48.92,76.0,38.0,75.0
2019-11-30,Atlanta,17.104167,0.030353,0.625,13.804348,55.0,11,5.4427520000000005,0.0,61.7,35.0,40.0,40.285714285714285
2019-11-30,Los Angeles,22.416667,0.031941,0.6625,24.105,76.0,11,5.248368,0.0,53.24,58.0,66.0,75.0
2019-12-01,Atlanta,6.738095,0.031235,0.433333,4.354167,35.0,12,13.995648,0.0393700787401574,64.04,22.0,55.0,41.57142857142857
2019-12-01,Los Angeles,27.554167,0.024588,0.675,15.470833,58.0,12,3.88768,0.0,56.84,67.0,76.0,67.71428571428571
2019-12-02,Atlanta,9.925,0.021529,0.379167,3.4,22.0,12,14.5788,0.0,44.96,25.0,35.0,38.57142857142857
2019-12-02,Los Angeles,40.9375,0.016824,0.958333,19.991667,67.0,12,4.470832000000001,0.0,59.36,88.0,58.0,64.14285714285714
2019-12-03,Atlanta,15.0,0.016059,0.4375,6.195833,25.0,12,9.7192,0.0,39.74,33.0,22.0,34.285714285714285
2019-12-03,Los Angeles,45.5875,0.016824,1.633333,29.983333,88.0,12,2.721376,0.0,60.98,51.0,67.0,65.42857142857143
2019-12-04,Atlanta,23.879167,0.017882,0.566667,7.083333,33.0,12,9.7192,0.0,44.42,42.0,25.0,34.285714285714285
2019-12-04,Los Angeles,31.385714,0.020824,0.72,12.1875,51.0,12,5.83152,0.9803149606299214,60.8,55.0,88.0,63.42857142857143
2019-12-05,Atlanta,28.566667,0.011647,0.766667,9.2,42.0,12,5.053984,0.0,51.08,54.0,33.0,36.0
2019-12-05,Los Angeles,31.6,0.021706,0.961905,13.845833,55.0,12,3.498912,0.0,60.260000000000005,64.0,51.0,65.85714285714286
2019-12-06,Atlanta,33.745833,0.009353,1.275,13.731818,54.0,12,2.3326080000000005,0.0,52.7,63.0,42.0,38.0
2019-12-06,Los Angeles,34.616667,0.019529,1.023077,18.154167,64.0,12,4.082064,0.0511811023622047,61.34,45.0,55.0,65.57142857142857
2019-12-07,Atlanta,27.216667,0.023824,0.970833,17.9875,63.0,12,4.8596,0.0,56.120000000000005,45.0,54.0,39.142857142857146
2019-12-07,Los Angeles,18.225,0.021941,0.479167,10.758333,45.0,12,4.470832000000001,0.0,62.78,52.0,64.0,61.142857142857146
2019-12-08,Atlanta,11.485714,0.030588,0.633333,10.8,45.0,12,10.302352,0.0,52.88,47.0,63.0,40.57142857142857
2019-12-08,Los Angeles,14.591667,0.029118,0.476471,12.5125,52.0,12,7.580976,0.0511811023622047,62.6,125.0,45.0,60.285714285714285
2019-12-09,Atlanta,17.8,0.010235,0.720833,11.375,47.0,12,6.025904000000001,0.0,51.8,28.0,45.0,44.142857142857146
2019-12-09,Los Angeles,30.808333,0.026353,0.620833,45.409524,125.0,12,4.276448,0.0,59.36,57.0,52.0,68.57142857142857
2019-12-10,Atlanta,12.333333,0.024,0.458333,6.616667,28.0,12,13.60688,0.2007874015748031,59.18,34.0,47.0,44.57142857142857
2019-12-10,Los Angeles,33.545833,0.023353,1.041667,15.0,57.0,12,4.470832000000001,0.0,59.36,70.0,125.0,64.14285714285714
2019-12-11,Atlanta,21.716667,0.014,0.416667,4.5,34.0,12,9.524816,0.0118110236220472,41.18,31.0,28.0,44.714285714285715
2019-12-11,Los Angeles,38.395833,0.022294,1.206667,20.929167,70.0,12,4.276448,0.0,58.28,81.0,57.0,66.85714285714286
2019-12-12,Atlanta,22.895833,0.027882,0.525,5.641667,31.0,12,11.079888,0.1417322834645669,42.260000000000005,26.0,34.0,43.142857142857146
2019-12-12,Los Angeles,38.65,0.023353,1.252941,26.5,81.0,12,3.110144,0.0,60.62,96.0,70.0,70.57142857142857
2019-12-13,Atlanta,22.116667,0.008353,0.595833,4.6375,26.0,12,9.136048,2.2283464566929134,40.1,33.0,31.0,39.142857142857146
2019-12-13,Los Angeles,34.183333,0.030647,1.108333,33.4,96.0,12,3.693296,0.0,60.260000000000005,88.0,81.0,75.14285714285714
2019-12-14,Atlanta,14.3125,0.012647,0.558333,8.041667,33.0,12,8.164128,0.0118110236220472,46.94,56.0,26.0,34.857142857142854
2019-12-14,Los Angeles,22.926667,0.033294,0.541667,29.8,88.0,12,6.220288,0.0,61.7,40.0,96.0,81.28571428571429
2019-12-15,Atlanta,14.838095,0.022588,0.604762,14.6125,56.0,12,4.276448,0.0,48.2,48.0,33.0,36.42857142857143
2019-12-15,Los Angeles,16.258333,0.038176,0.566667,8.6,40.0,12,10.302352,0.0,60.260000000000005,48.0,88.0,79.57142857142857
2019-12-16,Atlanta,19.416667,0.021059,0.625,11.533333,48.0,12,6.025904000000001,0.0,58.82,23.0,56.0,36.57142857142857
2019-12-16,Los Angeles,30.129167,0.040941,0.716667,8.483333,48.0,12,3.88768,0.0,57.38,54.0,40.0,68.57142857142857
2019-12-17,Atlanta,10.020833,0.017059,0.495833,5.170833,23.0,12,12.246192,0.3307086614173228,57.56,33.0,48.0,35.857142857142854
2019-12-17,Los Angeles,33.141667,0.032471,0.738889,7.9,54.0,12,6.414672,0.0,59.18,62.0,48.0,68.14285714285714
2019-12-18,Atlanta,19.991667,0.020824,0.358333,7.679167,33.0,12,11.66304,0.0,39.02,45.0,23.0,35.714285714285715
2019-12-18,Los Angeles,47.55,0.024118,0.968421,16.204167,62.0,12,5.053984,0.0,57.74,76.0,54.0,67.0
2019-12-19,Atlanta,22.166667,0.014353,0.575,10.8875,45.0,12,4.276448,0.0,39.02,53.0,33.0,37.714285714285715
2019-12-19,Los Angeles,46.1,0.029412,1.25,23.995833,76.0,12,3.693296,0.0,55.760000000000005,62.0,62.0,66.28571428571429
2019-12-20,Atlanta,27.895833,0.017765,0.766667,13.033333,53.0,12,5.83152,0.0,43.16,53.0,45.0,41.57142857142857
2019-12-20,Los Angeles,46.8,0.031176,1.1,17.5,62.0,12,5.053984,0.0,61.7,73.0,76.0,61.42857142857143
2019-12-21,Atlanta,24.15,0.023471,0.675,13.179167,53.0,12,9.136048,0.0,47.3,37.0,53.0,44.42857142857143
2019-12-21,Los Angeles,33.191667,0.030941,1.558333,22.6,73.0,12,3.88768,0.0,64.75999999999999,59.0,62.0,59.285714285714285
2019-12-22,Atlanta,13.827273,0.031765,0.472222,8.866667,37.0,12,15.55072,1.6496062992125988,44.42,28.0,53.0,41.714285714285715
2019-12-22,Los Angeles,24.316667,0.036824,1.166667,15.773913,59.0,12,8.74728,0.9881889763779528,61.88,36.0,73.0,62.0
2019-12-23,Atlanta,16.875,0.027353,0.479167,2.4,28.0,12,14.967568,0.2716535433070866,49.46,32.0,37.0,38.857142857142854
2019-12-23,Los Angeles,18.7,0.025471,0.4375,7.429167,36.0,12,8.74728,0.8503937007874017,56.84,53.0,59.0,60.285714285714285
2019-12-24,Atlanta,18.975,0.015529,0.683333,2.704167,32.0,12,8.358512,0.0,60.62,38.0,28.0,40.142857142857146
2019-12-24,Los Angeles,20.316667,0.028706,0.758333,13.2,53.0,12,6.220288,0.0,55.22,42.0,36.0,60.142857142857146
2019-12-25,Atlanta,18.25,0.016529,0.8,9.220833,38.0,12,5.83152,0.0,56.3,64.0,32.0,40.857142857142854
2019-12-25,Los Angeles,14.175,0.036647,0.629167,10.0,42.0,12,6.609056000000001,1.12992125984252,54.32,43.0,53.0,57.285714285714285
2019-12-26,Atlanta,24.954167,0.012706,0.929167,18.4,64.0,12,3.110144,0.0,53.06,51.0,38.0,43.57142857142857
2019-12-26,Los Angeles,20.9,0.035118,0.504167,7.8,43.0,12,7.386592,0.3700787401574803,52.52,69.0,42.0,52.57142857142857
2019-12-27,Atlanta,25.395833,0.008941,0.854167,12.366667,51.0,12,5.637136000000001,0.0,57.38,40.0,64.0,43.285714285714285
2019-12-27,Los Angeles,31.508333,0.028917,0.991667,20.8625,69.0,12,4.8596,0.0,53.42,65.0,43.0,53.57142857142857
2019-12-28,Atlanta,13.683333,0.021765,0.770833,9.504167,40.0,12,7.386592,0.0511811023622047,61.16,23.0,51.0,41.42857142857143
2019-12-28,Los Angeles,21.9,0.025588,0.7875,18.966667,65.0,12,4.082064,0.0,54.86,81.0,69.0,52.42857142857143
2019-12-29,Atlanta,10.385714,0.021235,0.7,4.1,23.0,12,8.164128,0.1417322834645669,65.48,31.0,40.0,39.42857142857143
2019-12-29,Los Angeles,22.158333,0.027647,0.95,26.3,81.0,12,3.88768,0.0,55.04,59.0,65.0,55.57142857142857
2019-12-30,Atlanta,12.033333,0.028471,0.466667,3.620833,31.0,12,10.885504,0.0708661417322834,60.98,31.0,23.0,39.857142857142854
2019-12-30,Los Angeles,34.595833,0.037118,0.754167,15.933333,59.0,12,5.053984,0.0,57.02,78.0,81.0,58.857142857142854
2019-12-31,Atlanta,14.05,0.028833,0.479167,3.270833,31.0,12,10.302352,0.0,46.94,34.0,31.0,39.714285714285715
2019-12-31,Los Angeles,35.241667,0.03825,1.2875,24.936364,78.0,12,5.053984,0.0,61.34,102.0,59.0,62.42857142857143
2020-01-01,Atlanta,17.7,0.019412,0.545833,5.9,34.0,1,6.220288,0.0,44.78,43.0,31.0,39.142857142857146
2020-01-01,Los Angeles,21.458333,0.033353,0.6875,36.0125,102.0,1,4.8596,0.0,60.62,72.0,78.0,71.0
2020-01-02,Atlanta,21.629167,0.015118,0.629167,10.35,43.0,1,5.83152,0.9212598425196852,47.3,32.0,34.0,36.142857142857146
2020-01-02,Los Angeles,31.345833,0.036,0.820833,22.0,72.0,1,4.082064,0.0,57.92,87.0,102.0,75.14285714285714
2020-01-03,Atlanta,21.179167,0.005882,0.695833,7.725,32.0,1,5.053984,0.968503937007874,55.58,29.0,43.0,33.42857142857143
2020-01-03,Los Angeles,41.279167,0.029059,1.370833,29.258333,87.0,1,3.88768,0.0,60.08,104.0,72.0,77.71428571428571
2020-01-04,Atlanta,8.4375,0.027,0.454167,4.483333,29.0,1,12.63496,0.1417322834645669,56.48,30.0,32.0,31.857142857142858
2020-01-04,Los Angeles,34.091667,0.023235,1.758333,36.8,104.0,1,4.276448,0.0,58.82,103.0,87.0,83.28571428571429
2020-01-05,Atlanta,14.547619,0.013588,0.480952,6.25,30.0,1,7.192208000000001,0.0,40.64,40.0,29.0,32.857142857142854
2020-01-05,Los Angeles,27.466667,0.039824,1.391667,36.5,103.0,1,3.88768,0.0,57.74,72.0,104.0,86.42857142857143
2020-01-06,Atlanta,21.541667,0.016353,0.5375,9.6,40.0,1,5.053984,0.0,48.02,34.0,30.0,34.142857142857146
2020-01-06,Los Angeles,49.770833,0.034647,1.216667,22.054167,72.0,1,4.8596,0.0,61.34,49.0,103.0,88.28571428571429
2020-01-07,Atlanta,16.125,0.028118,0.458333,6.770833,34.0,1,11.079888,0.0196850393700787,53.24,41.0,40.0,34.57142857142857
2020-01-07,Los Angeles,40.595833,0.019294,0.804167,9.0,49.0,1,6.80344,0.0,66.02000000000001,59.0,72.0,84.14285714285714
2020-01-08,Atlanta,30.455556,0.014588,0.666667,5.433333,41.0,1,5.83152,0.0,47.3,44.0,34.0,35.57142857142857
2020-01-08,Los Angeles,25.679167,0.034176,0.7375,15.9,59.0,1,5.053984,0.0,58.28,49.0,49.0,78.0
2020-01-09,Atlanta,29.633333,0.033176,1.094118,10.6,44.0,1,6.609056000000001,0.0,49.28,46.0,41.0,35.714285714285715
2020-01-09,Los Angeles,31.3875,0.033588,0.6875,11.891667,49.0,1,6.609056000000001,0.0,57.02,66.0,59.0,74.71428571428571
2020-01-10,Atlanta,20.625,0.026588,0.729167,11.1,46.0,1,8.941664000000001,0.0,57.56,24.0,44.0,37.714285714285715
2020-01-10,Los Angeles,27.533333,0.019941,1.020833,19.2,66.0,1,4.276448,0.0,56.66,80.0,49.0,71.71428571428571
2020-01-11,Atlanta,11.379167,0.022059,0.641667,5.816667,24.0,1,12.440576,1.2795275590551185,64.58,27.0,46.0,37.0
2020-01-11,Los Angeles,23.183333,0.029941,1.170833,26.1,80.0,1,4.470832000000001,0.0,55.94,76.0,66.0,68.28571428571429
2020-01-12,Atlanta,18.738095,0.017235,0.661905,5.358333,27.0,1,3.693296,0.0,59.72,37.0,24.0,36.57142857142857
2020-01-12,Los Angeles,19.858333,0.034765,0.8375,23.9,76.0,1,4.8596,0.0,55.94,80.0,80.0,64.42857142857143
2020-01-13,Atlanta,20.0,0.010294,0.779167,8.8,37.0,1,4.8596,1.909448818897638,62.42,26.0,27.0,36.142857142857146
2020-01-13,Los Angeles,32.158333,0.025941,0.795833,26.1875,80.0,1,4.8596,0.0,56.120000000000005,85.0,76.0,65.57142857142857
2020-01-14,Atlanta,19.483333,0.009588,0.608333,3.658333,26.0,1,4.082064,0.6614173228346457,62.78,32.0,37.0,35.0
2020-01-14,Los Angeles,37.504167,0.028294,1.079167,28.279167,85.0,1,4.470832000000001,0.0,55.22,124.0,80.0,70.71428571428571
2020-01-15,Atlanta,15.404167,0.011412,0.575,4.725,32.0,1,3.88768,0.0,62.24,25.0,26.0,33.714285714285715
2020-01-15,Los Angeles,45.216667,0.023765,1.2625,44.991667,124.0,1,4.470832000000001,0.0,55.22,91.0,85.0,80.0
2020-01-16,Atlanta,15.116667,0.024176,0.4,5.566667,25.0,1,11.66304,0.610236220472441,62.24,31.0,32.0,31.0
2020-01-16,Los Angeles,23.0,0.034,0.870833,30.9,91.0,1,5.053984,0.2598425196850394,55.94,40.0,124.0,86.0
2020-01-17,Atlanta,18.120833,0.030647,0.454167,3.930435,31.0,1,9.330432,0.0,50.54,29.0,25.0,28.857142857142858
2020-01-17,Los Angeles,22.683333,0.027,0.586364,9.3,40.0,1,4.276448,0.0708661417322834,55.04,62.0,91.0,82.28571428571429
2020-01-18,Atlanta,17.620833,0.012588,0.720833,7.091667,29.0,1,6.80344,0.5393700787401575,46.4,31.0,31.0,29.571428571428573
2020-01-18,Los Angeles,26.608333,0.038059,0.716667,17.191667,62.0,1,5.4427520000000005,0.0,57.56,58.0,40.0,79.71428571428571
2020-01-19,Atlanta,8.514286,0.030412,0.444444,3.758333,31.0,1,13.60688,0.0118110236220472,48.379999999999995,32.0,29.0,30.142857142857142
2020-01-19,Los Angeles,28.891667,0.029941,0.691667,15.320833,58.0,1,5.053984,0.0,61.88,69.0,62.0,77.14285714285714
2020-01-20,Atlanta,13.7625,0.022353,0.358333,7.695833,32.0,1,10.69112,0.0,32.36,38.0,31.0,29.428571428571427
2020-01-20,Los Angeles,31.8625,0.032882,0.858333,20.7,69.0,1,4.665216000000001,0.0196850393700787,60.62,39.0,58.0,75.57142857142857
2020-01-21,Atlanta,20.858333,0.017059,0.416667,9.1625,38.0,1,8.552896,0.0,30.38,52.0,32.0,31.142857142857142
2020-01-21,Los Angeles,25.341667,0.036,0.458333,7.8,39.0,1,7.192208000000001,0.0314960629921259,59.540000000000006,59.0,69.0,69.0
2020-01-22,Atlanta,29.366667,0.024765,0.6,12.466667,52.0,1,7.386592,0.0,34.7,31.0,38.0,34.0
2020-01-22,Los Angeles,34.852632,0.026235,0.716667,15.9,59.0,1,3.693296,0.0,57.2,58.0,39.0,59.714285714285715
2020-01-23,Atlanta,23.3125,0.027706,0.541667,7.295833,31.0,1,10.302352,0.2086614173228346,42.44,30.0,52.0,34.857142857142854
2020-01-23,Los Angeles,43.095833,0.031417,0.863636,15.629167,58.0,1,4.470832000000001,0.0,59.36,68.0,59.0,55.0
2020-01-24,Atlanta,19.170833,0.006,0.591667,7.133333,30.0,1,6.414672,0.6614173228346457,46.22,22.0,31.0,34.714285714285715
2020-01-24,Los Angeles,34.420833,0.029529,1.154167,20.4,68.0,1,3.88768,0.0,60.98,99.0,58.0,59.0
2020-01-25,Atlanta,13.3625,0.017235,0.554167,5.3,22.0,1,9.330432,0.0,42.260000000000005,35.0,30.0,33.714285714285715
2020-01-25,Los Angeles,31.504167,0.036588,0.925,34.8,99.0,1,4.470832000000001,0.0,57.92,130.0,68.0,64.28571428571429
2020-01-26,Atlanta,17.290476,0.013059,0.511111,7.454167,35.0,1,5.248368,0.0,40.46,34.0,22.0,34.285714285714285
2020-01-26,Los Angeles,19.629167,0.036941,0.508333,47.3,130.0,1,4.082064,0.0,58.46,77.0,99.0,74.57142857142857
2020-01-27,Atlanta,18.9625,0.010765,0.554167,8.275,34.0,1,5.83152,0.0,48.379999999999995,37.0,35.0,34.57142857142857
2020-01-27,Los Angeles,41.770833,0.041412,0.829167,24.5,77.0,1,6.025904000000001,0.0,57.74,58.0,130.0,75.71428571428571
2020-01-28,Atlanta,22.970833,0.013235,0.5125,8.8,37.0,1,6.025904000000001,0.0,46.04,39.0,34.0,34.42857142857143
2020-01-28,Los Angeles,42.4,0.042,0.7875,14.891667,58.0,1,6.025904000000001,0.0,64.4,54.0,77.0,78.42857142857143
2020-01-29,Atlanta,31.983333,0.014929,0.829167,8.3625,39.0,1,5.053984,0.0,47.66,49.0,37.0,32.57142857142857
2020-01-29,Los Angeles,30.8125,0.041294,0.7375,10.991667,54.0,1,9.913584000000002,0.0,67.28,59.0,58.0,77.71428571428571
2020-01-30,Atlanta,23.895833,0.021471,0.670833,11.725,49.0,1,6.9978240000000005,0.0,48.02,52.0,39.0,35.142857142857146
2020-01-30,Los Angeles,43.204167,0.034412,1.05,16.108333,59.0,1,4.8596,0.0,65.84,67.0,54.0,77.85714285714286
2020-01-31,Atlanta,24.175,0.018647,0.570833,12.5,52.0,1,9.136048,0.0787401574803149,43.88,47.0,49.0,38.285714285714285
2020-01-31,Los Angeles,44.4,0.035353,1.295833,19.904167,67.0,1,3.88768,0.0,63.14,59.0,59.0,77.71428571428571
2020-02-01,Atlanta,15.625,0.018588,0.604167,11.2125,47.0,2,6.80344,0.0,43.16,35.0,52.0,41.857142857142854
2020-02-01,Los Angeles,30.529167,0.043412,1.175,16.108333,59.0,2,4.082064,0.0,67.28,69.0,67.0,72.0
2020-02-02,Atlanta,13.541667,0.018882,0.472222,5.091667,35.0,2,7.580976,0.0,48.379999999999995,38.0,47.0,41.857142857142854
2020-02-02,Los Angeles,19.5875,0.042882,1.1875,20.6,69.0,2,5.83152,0.0,62.24,45.0,59.0,63.285714285714285
2020-02-03,Atlanta,20.4,0.036588,0.483333,8.2,38.0,2,6.80344,0.0,57.2,32.0,35.0,42.42857142857143
2020-02-03,Los Angeles,22.204167,0.046588,0.383333,6.216667,45.0,2,13.218112,0.0,57.38,49.0,69.0,58.714285714285715
2020-02-04,Atlanta,14.4375,0.029588,0.395833,6.520833,32.0,2,8.164128,0.0,62.059999999999995,33.0,38.0,41.714285714285715
2020-02-04,Los Angeles,37.855556,0.037176,0.666667,7.0,49.0,2,6.80344,0.0,53.42,51.0,45.0,57.42857142857143
2020-02-05,Atlanta,14.708333,0.027059,0.508333,7.85,33.0,2,9.913584000000002,0.5590551181102363,63.86,18.0,32.0,40.857142857142854
2020-02-05,Los Angeles,39.433333,0.023471,0.904167,12.395833,51.0,2,4.276448,0.0,53.42,62.0,49.0,57.0
2020-02-06,Atlanta,10.770833,0.015118,0.433333,3.6,18.0,2,9.7192,2.299212598425197,64.22,25.0,33.0,36.42857142857143
2020-02-06,Los Angeles,35.879167,0.024941,0.941667,17.466667,62.0,2,5.248368,0.0,55.22,76.0,51.0,57.42857142857143
2020-02-07,Atlanta,12.85,0.013824,0.425,2.8375,25.0,2,11.468656,0.0,44.42,46.0,18.0,32.57142857142857
2020-02-07,Los Angeles,40.095833,0.030118,1.0375,24.036364,76.0,2,4.470832000000001,0.0,56.120000000000005,83.0,62.0,58.714285714285715
2020-02-08,Atlanta,25.704167,0.009118,0.791667,11.020833,46.0,2,3.110144,0.1181102362204724,36.68,50.0,25.0,32.42857142857143
2020-02-08,Los Angeles,26.254167,0.048294,0.866667,27.3,83.0,2,5.248368,0.0,57.2,55.0,76.0,62.142857142857146
2020-02-09,Atlanta,14.157143,0.021706,0.7,12.0,50.0,2,6.025904000000001,0.0,41.36,41.0,46.0,34.57142857142857
2020-02-09,Los Angeles,13.458333,0.043529,0.404167,14.2,55.0,2,7.192208000000001,0.0,57.2,44.0,83.0,60.142857142857146
2020-02-10,Atlanta,19.666667,0.010118,0.620833,9.945833,41.0,2,6.220288,1.4803149606299213,45.14,25.0,50.0,35.0
2020-02-10,Los Angeles,31.0125,0.042059,0.570833,10.0875,44.0,2,6.025904000000001,0.0,60.62,45.0,55.0,60.0
2020-02-11,Atlanta,9.120833,0.012529,0.4375,5.995833,25.0,2,9.330432,0.3385826771653543,61.52,31.0,41.0,34.0
2020-02-11,Los Angeles,28.166667,0.035235,0.670833,10.758333,45.0,2,7.386592,0.0,64.75999999999999,52.0,44.0,59.42857142857143
2020-02-12,Atlanta,14.004167,0.016765,0.708333,7.5,31.0,2,6.9978240000000005,0.0,60.440000000000005,23.0,25.0,33.714285714285715
2020-02-12,Los Angeles,28.6,0.037333,0.666667,12.654167,52.0,2,5.248368,0.0,58.82,62.0,45.0,59.57142857142857
2020-02-13,Atlanta,8.420833,0.022941,0.416667,4.0875,23.0,2,13.023728,0.909448818897638,64.04,30.0,31.0,34.42857142857143
2020-02-13,Los Angeles,33.940909,0.032083,0.654167,17.5,62.0,2,5.83152,0.0,57.92,62.0,52.0,59.57142857142857
2020-02-14,Atlanta,16.358333,0.023471,0.3375,5.895833,30.0,2,10.496736,0.0,43.52,34.0,23.0,35.142857142857146
2020-02-14,Los Angeles,33.058333,0.035882,0.841667,17.575,62.0,2,5.4427520000000005,0.0,57.56,74.0,62.0,57.57142857142857
2020-02-15,Atlanta,18.795833,0.023647,0.558333,7.9,34.0,2,6.9978240000000005,0.0,41.54,46.0,30.0,33.42857142857143
2020-02-15,Los Angeles,26.845833,0.041353,0.779167,22.8,74.0,2,5.053984,0.0,57.02,77.0,62.0,56.285714285714285
2020-02-16,Atlanta,18.180952,0.014412,0.8,11.008333,46.0,2,4.665216000000001,0.2913385826771653,45.14,30.0,34.0,32.857142857142854
2020-02-16,Los Angeles,22.545833,0.046706,0.675,23.2,77.0,2,4.665216000000001,0.0,58.28,72.0,74.0,59.42857142857143
2020-02-17,Atlanta,19.358333,0.02,0.720833,7.183333,30.0,2,5.637136000000001,0.0,47.48,29.0,46.0,31.285714285714285
2020-02-17,Los Angeles,27.420833,0.040588,0.691667,22.2,72.0,2,4.8596,0.0,57.56,75.0,77.0,63.42857142857143
