STATION,NAME,DATE,TAVG,TMAX,TMIN,TOBS
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-01-05,41.0,49.0,33.0,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-01-05,39.0,49.0,29.0,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-01-06,42.0,53.0,30.0,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-01-06,42.0,53.0,30.0,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-01-06,41.0,54.0,27.0,
USC00090444,"ATLANTA 9 NW, GA US",2000-01-06,,,,
USC00096407,"NORCROSS, GA US",2000-01-06,,,,
USC00095404,"MABLETON 1 N, GA US",2000-01-06,,52.0,30.0,30.0
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-01-07,46.0,58.0,33.0,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-01-07,46.0,57.0,34.0,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-01-07,44.0,58.0,29.0,
USC00090444,"ATLANTA 9 NW, GA US",2000-01-07,,,,
USC00096407,"NORCROSS, GA US",2000-01-07,,,,
USC00095404,"MABLETON 1 N, GA US",2000-01-07,,58.0,30.0,30.0
USC00090444,"ATLANTA 9 NW, GA US",2000-01-08,,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-01-08,44.0,55.0,33.0,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-01-08,46.0,54.0,37.0,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-01-08,43.0,56.0,30.0,
USC00096407,"NORCROSS, GA US",2000-01-08,,,,
USC00095404,"MABLETON 1 N, GA US",2000-01-08,,60.0,30.0,38.0
USC00095404,"MABLETON 1 N, GA US",2000-01-09,,56.0,38.0,47.0
USC00096407,"NORCROSS, GA US",2000-01-09,,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-01-09,52.0,56.0,48.0,
USC00090444,"ATLANTA 9 NW, GA US",2000-01-09,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-01-09,54.0,61.0,46.0,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-01-09,50.0,53.0,46.0,
USC00095404,"MABLETON 1 N, GA US",2000-01-10,,58.0,47.0,55.0
USC00096407,"NORCROSS, GA US",2000-01-10,,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-01-10,52.0,63.0,41.0,
USC00090444,"ATLANTA 9 NW, GA US",2000-01-10,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-01-10,55.0,63.0,46.0,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-01-10,53.0,62.0,44.0,
USC00090444,"ATLANTA 9 NW, GA US",2000-01-11,,,,
USC00095404,"MABLETON 1 N, GA US",2000-01-11,,65.0,35.0,35.0
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-01-11,56.0,67.0,44.0,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-01-11,54.0,66.0,41.0,
USC00096407,"NORCROSS, GA US",2000-01-11,,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-01-11,53.0,68.0,37.0,
USC00095404,"MABLETON 1 N, GA US",2000-01-12,,70.0,35.0,36.0
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-01-12,55.0,68.0,41.0,
USC00096407,"NORCROSS, GA US",2000-01-12,,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-01-12,51.0,67.0,34.0,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-01-12,54.0,70.0,37.0,
USC00090444,"ATLANTA 9 NW, GA US",2000-01-12,,,,
USC00096407,"NORCROSS, GA US",2000-01-13,,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-01-13,54.0,69.0,39.0,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-01-13,54.0,69.0,39.0,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-01-13,53.0,67.0,38.0,
USC00095404,"MABLETON 1 N, GA US",2000-01-13,,69.0,36.0,58.0
USC00090444,"ATLANTA 9 NW, GA US",2000-01-13,,,,
USC00096407,"NORCROSS, GA US",2000-01-14,,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-01-14,39.0,47.0,30.0,
USC00090444,"ATLANTA 9 NW, GA US",2000-01-14,,,,
USC00095404,"MABLETON 1 N, GA US",2000-01-14,,73.0,30.0,30.0
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-01-14,39.0,47.0,30.0,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-01-14,38.0,47.0,29.0,
USC00090444,"ATLANTA 9 NW, GA US",2000-01-15,,,,
USC00095404,"MABLETON 1 N, GA US",2000-01-15,,50.0,23.0,23.0
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-01-15,42.0,56.0,27.0,
USC00096407,"NORCROSS, GA US",2000-01-15,,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-01-15,41.0,55.0,26.0,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-01-15,40.0,57.0,22.0,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-01-16,45.0,58.0,32.0,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-01-16,48.0,59.0,36.0,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-01-16,43.0,59.0,26.0,
USC00090444,"ATLANTA 9 NW, GA US",2000-01-16,,,,
USC00095404,"MABLETON 1 N, GA US",2000-01-16,,60.0,23.0,31.0
USC00096407,"NORCROSS, GA US",2000-01-16,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-01-17,55.0,62.0,48.0,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-01-17,55.0,63.0,47.0,
USC00096407,"NORCROSS, GA US",2000-01-17,,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-01-17,54.0,62.0,45.0,
USC00095404,"MABLETON 1 N, GA US",2000-01-17,,58.0,31.0,46.0
USC00090444,"ATLANTA 9 NW, GA US",2000-01-17,,,,
USC00096407,"NORCROSS, GA US",2000-01-18,,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-01-18,45.0,51.0,38.0,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-01-18,48.0,54.0,41.0,
USC00095404,"MABLETON 1 N, GA US",2000-01-18,,66.0,46.0,46.0
USC00090444,"ATLANTA 9 NW, GA US",2000-01-18,,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-01-18,50.0,58.0,41.0,
USC00096407,"NORCROSS, GA US",2000-01-19,,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-01-19,42.0,49.0,35.0,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-01-19,42.0,48.0,35.0,
USC00095404,"MABLETON 1 N, GA US",2000-01-19,,54.0,34.0,34.0
USC00090444,"ATLANTA 9 NW, GA US",2000-01-19,,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-01-19,42.0,48.0,35.0,
USC00096407,"NORCROSS, GA US",2000-01-20,,,,
USC00095404,"MABLETON 1 N, GA US",2000-01-20,,48.0,34.0,42.0
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-01-20,38.0,48.0,27.0,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-01-20,38.0,48.0,27.0,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-01-20,39.0,50.0,27.0,
USC00090444,"ATLANTA 9 NW, GA US",2000-01-20,,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-01-21,29.0,36.0,21.0,
USC00096407,"NORCROSS, GA US",2000-01-21,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-01-21,29.0,36.0,21.0,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-01-21,29.0,37.0,21.0,
USC00095404,"MABLETON 1 N, GA US",2000-01-21,,47.0,20.0,21.0
USC00090444,"ATLANTA 9 NW, GA US",2000-01-21,,,,
USC00096407,"NORCROSS, GA US",2000-01-22,,,,
USC00095404,"MABLETON 1 N, GA US",2000-01-22,,39.0,20.0,29.0
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-01-22,32.0,36.0,27.0,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-01-22,31.0,37.0,25.0,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-01-22,32.0,36.0,27.0,
USC00090444,"ATLANTA 9 NW, GA US",2000-01-22,,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-01-23,,,,
USC00096407,"NORCROSS, GA US",2000-01-23,,,,
USC00090444,"ATLANTA 9 NW, GA US",2000-01-23,,,,
USC00095404,"MABLETON 1 N, GA US",2000-01-23,,36.0,29.0,33.0
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-01-23,34.0,36.0,31.0,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-01-23,34.0,36.0,32.0,
USC00096407,"NORCROSS, GA US",2000-01-24,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-01-24,35.0,40.0,29.0,
USC00090444,"ATLANTA 9 NW, GA US",2000-01-24,,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-01-24,,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-01-24,35.0,40.0,29.0,
USC00095404,"MABLETON 1 N, GA US",2000-01-24,,35.0,32.0,35.0
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-01-25,29.0,36.0,22.0,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-01-25,30.0,37.0,23.0,
USC00090444,"ATLANTA 9 NW, GA US",2000-01-25,,,,
USC00096407,"NORCROSS, GA US",2000-01-25,,,,
USC00095404,"MABLETON 1 N, GA US",2000-01-25,,41.0,22.0,22.0
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-01-25,29.0,36.0,22.0,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-01-26,28.0,34.0,21.0,
USC00096407,"NORCROSS, GA US",2000-01-26,,,,
USC00090444,"ATLANTA 9 NW, GA US",2000-01-26,,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-01-26,27.0,33.0,20.0,
USC00095404,"MABLETON 1 N, GA US",2000-01-26,,37.0,20.0,20.0
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-01-26,27.0,33.0,20.0,
USC00096407,"NORCROSS, GA US",2000-01-27,,,,
USC00090444,"ATLANTA 9 NW, GA US",2000-01-27,,,,
USC00095404,"MABLETON 1 N, GA US",2000-01-27,,37.0,19.0,19.0
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-01-27,32.0,44.0,19.0,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-01-27,31.0,43.0,19.0,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-01-27,31.0,43.0,19.0,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-01-28,35.0,38.0,32.0,
USC00090444,"ATLANTA 9 NW, GA US",2000-01-28,,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-01-28,36.0,40.0,31.0,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-01-28,35.0,39.0,31.0,
USC00096407,"NORCROSS, GA US",2000-01-28,,,,
USC00095404,"MABLETON 1 N, GA US",2000-01-28,,47.0,18.0,33.0
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-01-29,32.0,33.0,30.0,
USC00090444,"ATLANTA 9 NW, GA US",2000-01-29,,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-01-29,32.0,33.0,30.0,
USC00096407,"NORCROSS, GA US",2000-01-29,,,,
USC00095404,"MABLETON 1 N, GA US",2000-01-29,,40.0,30.0,31.0
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-01-29,33.0,34.0,31.0,
USC00095404,"MABLETON 1 N, GA US",2000-01-30,,32.0,30.0,31.0
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-01-30,33.0,35.0,30.0,
USC00090444,"ATLANTA 9 NW, GA US",2000-01-30,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-01-30,33.0,35.0,30.0,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-01-30,34.0,37.0,31.0,
USC00096407,"NORCROSS, GA US",2000-01-30,,,,
USC00095404,"MABLETON 1 N, GA US",2000-01-31,,35.0,27.0,27.0
USC00090444,"ATLANTA 9 NW, GA US",2000-01-31,,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-01-31,60.0,94.0,26.0,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-01-31,33.0,39.0,27.0,
USC00096407,"NORCROSS, GA US",2000-01-31,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-01-31,33.0,39.0,27.0,
USC00090444,"ATLANTA 9 NW, GA US",2000-02-01,,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-02-01,38.0,50.0,25.0,
USC00096407,"NORCROSS, GA US",2000-02-01,,,,
USC00095404,"MABLETON 1 N, GA US",2000-02-01,,41.0,23.0,23.0
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-02-01,43.0,60.0,26.0,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-02-01,38.0,50.0,25.0,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-02-02,38.0,51.0,25.0,
USC00095404,"MABLETON 1 N, GA US",2000-02-02,,53.0,22.0,25.0
USC00090444,"ATLANTA 9 NW, GA US",2000-02-02,,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-02-02,38.0,51.0,25.0,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-02-02,52.0,78.0,26.0,
USC00096407,"NORCROSS, GA US",2000-02-02,,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-02-03,41.0,58.0,24.0,
USC00096407,"NORCROSS, GA US",2000-02-03,,,,
USC00095404,"MABLETON 1 N, GA US",2000-02-03,,54.0,21.0,21.0
USC00090444,"ATLANTA 9 NW, GA US",2000-02-03,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-02-03,42.0,58.0,26.0,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-02-03,50.0,78.0,22.0,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-02-04,40.0,49.0,31.0,
USC00096407,"NORCROSS, GA US",2000-02-04,,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-02-04,49.0,64.0,34.0,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-02-04,41.0,50.0,31.0,
USC00090444,"ATLANTA 9 NW, GA US",2000-02-04,,,,
USC00095404,"MABLETON 1 N, GA US",2000-02-04,,61.0,21.0,40.0
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-02-05,37.0,45.0,29.0,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-02-05,37.0,45.0,29.0,
USC00090444,"ATLANTA 9 NW, GA US",2000-02-05,,,,
USC00095404,"MABLETON 1 N, GA US",2000-02-05,,54.0,29.0,31.0
USC00096407,"NORCROSS, GA US",2000-02-05,,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-02-05,40.0,55.0,25.0,
USC00095404,"MABLETON 1 N, GA US",2000-02-06,,49.0,26.0,26.0
USC00090444,"ATLANTA 9 NW, GA US",2000-02-06,,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-02-06,39.0,54.0,23.0,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-02-06,52.0,77.0,27.0,
USC00096407,"NORCROSS, GA US",2000-02-06,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-02-06,41.0,56.0,26.0,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-02-07,56.0,81.0,30.0,
USC00095404,"MABLETON 1 N, GA US",2000-02-07,,58.0,26.0,29.0
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-02-07,47.0,60.0,33.0,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-02-07,45.0,59.0,30.0,
USC00090444,"ATLANTA 9 NW, GA US",2000-02-07,,,,
USC00096407,"NORCROSS, GA US",2000-02-07,,,,
USC00095404,"MABLETON 1 N, GA US",2000-02-08,,62.0,29.0,35.0
USC00090444,"ATLANTA 9 NW, GA US",2000-02-08,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-02-08,50.0,59.0,40.0,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-02-08,57.0,77.0,36.0,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-02-08,47.0,60.0,34.0,
USC00096407,"NORCROSS, GA US",2000-02-08,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-02-09,49.0,62.0,36.0,
USC00090444,"ATLANTA 9 NW, GA US",2000-02-09,,,,
USC00096407,"NORCROSS, GA US",2000-02-09,,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-02-09,49.0,62.0,36.0,
USC00095404,"MABLETON 1 N, GA US",2000-02-09,,64.0,32.0,33.0
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-02-09,47.0,63.0,30.0,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-02-10,50.0,69.0,30.0,
USC00095404,"MABLETON 1 N, GA US",2000-02-10,,66.0,32.0,33.0
USC00090444,"ATLANTA 9 NW, GA US",2000-02-10,,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-02-10,51.0,69.0,33.0,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-02-10,55.0,68.0,41.0,
USC00096407,"NORCROSS, GA US",2000-02-10,,,,
USC00090444,"ATLANTA 9 NW, GA US",2000-02-11,,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-02-11,62.0,72.0,51.0,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-02-11,61.0,71.0,50.0,
USC00096407,"NORCROSS, GA US",2000-02-11,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-02-11,62.0,72.0,51.0,
USC00095404,"MABLETON 1 N, GA US",2000-02-11,,72.0,32.0,49.0
USC00095404,"MABLETON 1 N, GA US",2000-02-12,,74.0,49.0,56.0
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-02-12,59.0,69.0,49.0,
USC00096407,"NORCROSS, GA US",2000-02-12,,,,
USC00090444,"ATLANTA 9 NW, GA US",2000-02-12,,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-02-12,60.0,68.0,51.0,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-02-12,61.0,70.0,52.0,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-02-13,47.0,52.0,41.0,
USC00096407,"NORCROSS, GA US",2000-02-13,,,,
USC00095404,"MABLETON 1 N, GA US",2000-02-13,,70.0,44.0,45.0
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-02-13,50.0,56.0,44.0,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-02-13,49.0,55.0,43.0,
USC00090444,"ATLANTA 9 NW, GA US",2000-02-13,,,,
USC00096407,"NORCROSS, GA US",2000-02-14,,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-02-14,,,,
USC00095404,"MABLETON 1 N, GA US",2000-02-14,,54.0,43.0,50.0
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-02-14,56.0,68.0,43.0,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-02-14,55.0,66.0,44.0,
USC00090444,"ATLANTA 9 NW, GA US",2000-02-14,,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-02-15,52.0,69.0,34.0,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-02-15,52.0,68.0,36.0,
USC00090444,"ATLANTA 9 NW, GA US",2000-02-15,,,,
USC00096407,"NORCROSS, GA US",2000-02-15,,,,
USC00095404,"MABLETON 1 N, GA US",2000-02-15,,68.0,34.0,34.0
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-02-15,53.0,68.0,37.0,
USC00095404,"MABLETON 1 N, GA US",2000-02-16,,71.0,34.0,44.0
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-02-16,60.0,72.0,47.0,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-02-16,58.0,72.0,44.0,
USC00096407,"NORCROSS, GA US",2000-02-16,,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-02-16,56.0,71.0,40.0,
USC00090444,"ATLANTA 9 NW, GA US",2000-02-16,,,,
USC00095404,"MABLETON 1 N, GA US",2000-02-17,,73.0,42.0,42.0
USC00096407,"NORCROSS, GA US",2000-02-17,,,,
USC00090444,"ATLANTA 9 NW, GA US",2000-02-17,,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-02-17,55.0,68.0,41.0,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-02-17,56.0,69.0,43.0,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-02-17,57.0,67.0,46.0,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-02-18,52.0,57.0,46.0,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-02-18,49.0,53.0,44.0,
USC00090444,"ATLANTA 9 NW, GA US",2000-02-18,,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-02-18,53.0,58.0,47.0,
USC00096407,"NORCROSS, GA US",2000-02-18,,,,
USC00095404,"MABLETON 1 N, GA US",2000-02-18,,72.0,42.0,46.0
USC00095404,"MABLETON 1 N, GA US",2000-02-19,,64.0,46.0,64.0
USC00090444,"ATLANTA 9 NW, GA US",2000-02-19,,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-02-19,51.0,64.0,37.0,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-02-19,51.0,64.0,37.0,
USC00096407,"NORCROSS, GA US",2000-02-19,,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2000-02-19,52.0,65.0,38.0,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2000-02-20,44.0,54.0,33.0,
USC00096407,"NORCROSS, GA US",2000-02-20,,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2000-02-20,44.0,54.0,33.0,
