Date,Nitrogen Dioxide AQI Value,Main Pollutant,Site Name,Site ID,Source
1990-01-01,105,Unknown,Hawthorne,06-037-5001,AQS
1990-01-02,68,Unknown,Hawthorne,06-037-5001,AQS
1990-01-03,79,Unknown,Hawthorne,06-037-5001,AQS
1990-01-04,105,Unknown,Not Available,06-037-2401,AQS
1990-01-05,112,Unknown,Not Available,06-037-1601,AQS
1990-01-06,112,Unknown,Not Available,06-037-2401,AQS
1990-01-07,100,Unknown,Azusa,06-037-0002,AQS
1990-01-08,116,Unknown,Azusa,06-037-0002,AQS
1990-01-09,133,Unknown,Not Available,06-037-1601,AQS
1990-01-10,120,Unknown,Not Available,06-037-1601,AQS
1990-01-11,131,Unknown,Not Available,06-037-1601,AQS
1990-01-12,112,Unknown,Not Available,06-037-1601,AQS
1990-01-13,38,Unknown,Azusa,06-037-0002,AQS
1990-01-14,47,Unknown,Not Available,06-037-1601,AQS
1990-01-15,68,Unknown,Azusa,06-037-0002,AQS
1990-01-16,57,Unknown,West Los Angeles,06-037-0113,AQS
1990-01-17,79,Unknown,Reseda,06-037-1201,AQS
1990-01-18,79,Unknown,Hawthorne,06-037-5001,AQS
1990-01-19,68,Unknown,Burbank,06-037-1002,AQS
1990-01-20,110,Unknown,La Habra,06-059-5001,AQS
1990-01-21,89,Unknown,Hawthorne,06-037-5001,AQS
1990-01-22,89,Unknown,Not Available,06-037-1601,AQS
1990-01-23,106,Unknown,Not Available,06-037-1601,AQS
1990-01-24,122,Unknown,Hawthorne,06-037-5001,AQS
1990-01-25,110,Unknown,Not Available,06-037-1601,AQS
1990-01-26,116,Unknown,Not Available,06-037-1601,AQS
1990-01-27,103,Unknown,Not Available,06-037-1601,AQS
1990-01-28,89,Unknown,Not Available,06-037-1601,AQS
1990-01-29,116,Unknown,Not Available,06-037-1601,AQS
1990-01-30,112,Unknown,Not Available,06-037-1601,AQS
1990-01-31,79,Unknown,Hawthorne,06-037-5001,AQS
1990-02-01,47,Unknown,West Los Angeles,06-037-0113,AQS
1990-02-02,79,Unknown,Not Available,06-037-1601,AQS
1990-02-03,89,Unknown,Azusa,06-037-0002,AQS
1990-02-04,68,Unknown,Not Available,06-037-1601,AQS
1990-02-05,89,Unknown,Not Available,06-037-1601,AQS
1990-02-06,112,Unknown,Not Available,06-037-1601,AQS
1990-02-07,105,Unknown,Not Available,06-037-1601,AQS
1990-02-08,100,Unknown,Not Available,06-037-1601,AQS
1990-02-09,89,Unknown,Azusa,06-037-0002,AQS
1990-02-10,108,Unknown,Not Available,06-037-2401,AQS
1990-02-11,116,Unknown,Not Available,06-037-2401,AQS
1990-02-12,57,Unknown,Azusa,06-037-0002,AQS
1990-02-13,57,Unknown,Not Available,06-037-1601,AQS
1990-02-14,57,Unknown,Not Available,06-037-1601,AQS
1990-02-15,89,Unknown,Not Available,06-037-1601,AQS
1990-02-16,89,Unknown,Hawthorne,06-037-5001,AQS
1990-02-17,47,Unknown,Not Available,06-037-1601,AQS
1990-02-18,47,Unknown,Not Available,06-037-1601,AQS
1990-02-19,68,Unknown,Not Available,06-037-1601,AQS
1990-02-20,105,Unknown,Pomona,06-037-1701,AQS
1990-02-21,116,Unknown,Long Beach (North),06-037-4002,AQS
1990-02-22,110,Unknown,Not Available,06-037-1601,AQS
1990-02-23,125,Unknown,Hawthorne,06-037-5001,AQS
1990-02-24,118,Unknown,Not Available,06-037-2401,AQS
1990-02-25,108,Unknown,Hawthorne,06-037-5001,AQS
1990-02-26,125,Unknown,Not Available,06-037-1601,AQS
1990-02-27,116,Unknown,Not Available,06-037-1601,AQS
1990-02-28,112,Unknown,Not Available,06-037-1601,AQS
1990-03-01,106,Unknown,Azusa,06-037-0002,AQS
1990-03-02,103,Unknown,Azusa,06-037-0002,AQS
1990-03-03,79,Unknown,Azusa,06-037-0002,AQS
1990-03-04,47,Unknown,Azusa,06-037-0002,AQS
1990-03-05,57,Unknown,Anaheim (1010 Harbor Blvd),06-059-0001,AQS
1990-03-06,79,Unknown,Azusa,06-037-0002,AQS
1990-03-07,106,Unknown,West Los Angeles,06-037-0113,AQS
1990-03-08,110,Unknown,Glendora,06-037-0016,AQS
1990-03-09,57,Unknown,Pasadena,06-037-2005,AQS
1990-03-10,57,Unknown,Anaheim (1010 Harbor Blvd),06-059-0001,AQS
1990-03-11,47,Unknown,Burbank,06-037-1002,AQS
1990-03-12,57,Unknown,Not Available,06-037-1601,AQS
1990-03-13,57,Unknown,Not Available,06-037-1601,AQS
1990-03-14,100,Unknown,Pomona,06-037-1701,AQS
1990-03-15,112,Unknown,Burbank,06-037-1002,AQS
1990-03-16,110,Unknown,Pomona,06-037-1701,AQS
1990-03-17,108,Unknown,Not Available,06-037-2401,AQS
1990-03-18,105,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-03-19,116,Unknown,Pomona,06-037-1701,AQS
1990-03-20,122,Unknown,Not Available,06-037-2401,AQS
1990-03-21,114,Unknown,Not Available,06-037-1601,AQS
1990-03-22,108,Unknown,Azusa,06-037-0002,AQS
1990-03-23,110,Unknown,Pomona,06-037-1701,AQS
1990-03-24,89,Unknown,Pomona,06-037-1701,AQS
1990-03-25,79,Unknown,Pomona,06-037-1701,AQS
1990-03-26,108,Unknown,Not Available,06-037-1601,AQS
1990-03-27,57,Unknown,Not Available,06-037-1601,AQS
1990-03-28,57,Unknown,Pomona,06-037-1701,AQS
1990-03-29,57,Unknown,Lynwood,06-037-1301,AQS
1990-03-30,68,Unknown,Pomona,06-037-1701,AQS
1990-03-31,68,Unknown,Not Available,06-037-1601,AQS
1990-04-01,57,Unknown,Not Available,06-037-1601,AQS
1990-04-02,106,Unknown,Pomona,06-037-1701,AQS
1990-04-03,103,Unknown,Burbank,06-037-1002,AQS
1990-04-04,79,Unknown,La Habra,06-059-5001,AQS
1990-04-05,57,Unknown,Azusa,06-037-0002,AQS
1990-04-06,79,Unknown,Azusa,06-037-0002,AQS
1990-04-07,57,Unknown,Azusa,06-037-0002,AQS
1990-04-08,47,Unknown,Pasadena,06-037-2005,AQS
1990-04-09,100,Unknown,Azusa,06-037-0002,AQS
1990-04-10,124,Unknown,La Habra,06-059-5001,AQS
1990-04-11,116,Unknown,Not Available,06-037-1601,AQS
1990-04-12,110,Unknown,Pomona,06-037-1701,AQS
1990-04-13,103,Unknown,Pomona,06-037-1701,AQS
1990-04-14,79,Unknown,Pomona,06-037-1701,AQS
1990-04-15,47,Unknown,Azusa,06-037-0002,AQS
1990-04-16,38,Unknown,Azusa,06-037-0002,AQS
1990-04-17,57,Unknown,Pomona,06-037-1701,AQS
1990-04-18,57,Unknown,Azusa,06-037-0002,AQS
1990-04-19,68,Unknown,Azusa,06-037-0002,AQS
1990-04-20,79,Unknown,Pomona,06-037-1701,AQS
1990-04-21,68,Unknown,Pomona,06-037-1701,AQS
1990-04-22,47,Unknown,Azusa,06-037-0002,AQS
1990-04-23,68,Unknown,Azusa,06-037-0002,AQS
1990-04-24,57,Unknown,Pomona,06-037-1701,AQS
1990-04-25,79,Unknown,Azusa,06-037-0002,AQS
1990-04-26,103,Unknown,West Los Angeles,06-037-0113,AQS
1990-04-27,106,Unknown,Burbank,06-037-1002,AQS
1990-04-28,57,Unknown,Not Available,06-037-6002,AQS
1990-04-29,38,Unknown,Pasadena,06-037-2005,AQS
1990-04-30,57,Unknown,Azusa,06-037-0002,AQS
1990-05-01,79,Unknown,Pomona,06-037-1701,AQS
1990-05-02,57,Unknown,Pomona,06-037-1701,AQS
1990-05-03,68,Unknown,Azusa,06-037-0002,AQS
1990-05-04,114,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-05-05,114,Unknown,Not Available,06-037-2401,AQS
1990-05-06,100,Unknown,West Los Angeles,06-037-0113,AQS
1990-05-07,79,Unknown,Pomona,06-037-1701,AQS
1990-05-08,47,Unknown,Azusa,06-037-0002,AQS
1990-05-09,57,Unknown,Pomona,06-037-1701,AQS
1990-05-10,38,Unknown,West Los Angeles,06-037-0113,AQS
1990-05-11,47,Unknown,West Los Angeles,06-037-0113,AQS
1990-05-12,57,Unknown,Azusa,06-037-0002,AQS
1990-05-13,57,Unknown,Burbank,06-037-1002,AQS
1990-05-14,47,Unknown,Burbank,06-037-1002,AQS
1990-05-15,57,Unknown,Pomona,06-037-1701,AQS
1990-05-16,103,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-05-17,68,Unknown,Pomona,06-037-1701,AQS
1990-05-18,79,Unknown,Azusa,06-037-0002,AQS
1990-05-19,57,Unknown,Not Available,06-037-6002,AQS
1990-05-20,38,Unknown,Burbank,06-037-1002,AQS
1990-05-21,68,Unknown,Burbank,06-037-1002,AQS
1990-05-22,100,Unknown,Pomona,06-037-1701,AQS
1990-05-23,89,Unknown,Azusa,06-037-0002,AQS
1990-05-24,68,Unknown,Burbank,06-037-1002,AQS
1990-05-25,100,Unknown,Pomona,06-037-1701,AQS
1990-05-26,68,Unknown,Reseda,06-037-1201,AQS
1990-05-27,57,Unknown,Pomona,06-037-1701,AQS
1990-05-28,38,Unknown,La Habra,06-059-5001,AQS
1990-05-29,57,Unknown,Pomona,06-037-1701,AQS
1990-05-30,57,Unknown,Pasadena,06-037-2005,AQS
1990-05-31,57,Unknown,Pasadena,06-037-2005,AQS
1990-06-01,79,Unknown,Pomona,06-037-1701,AQS
1990-06-02,105,Unknown,Lynwood,06-037-1301,AQS
1990-06-03,105,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-06-04,125,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-06-05,103,Unknown,Pomona,06-037-1701,AQS
1990-06-06,79,Unknown,Glendora,06-037-0016,AQS
1990-06-07,103,Unknown,Azusa,06-037-0002,AQS
1990-06-08,110,Unknown,Pomona,06-037-1701,AQS
1990-06-09,68,Unknown,Pomona,06-037-1701,AQS
1990-06-10,47,Unknown,Pasadena,06-037-2005,AQS
1990-06-11,68,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-06-12,57,Unknown,Pasadena,06-037-2005,AQS
1990-06-13,47,Unknown,Pomona,06-037-1701,AQS
1990-06-14,38,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-06-15,47,Unknown,Pomona,06-037-1701,AQS
1990-06-16,57,Unknown,Reseda,06-037-1201,AQS
1990-06-17,57,Unknown,Reseda,06-037-1201,AQS
1990-06-18,79,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-06-19,108,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-06-20,106,Unknown,Pomona,06-037-1701,AQS
1990-06-21,100,Unknown,Pasadena,06-037-2005,AQS
1990-06-22,100,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-06-23,108,Unknown,Pomona,06-037-1701,AQS
1990-06-24,100,Unknown,Pomona,06-037-1701,AQS
1990-06-25,118,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-06-26,127,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-06-27,110,Unknown,Not Available,06-037-2401,AQS
1990-06-28,105,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-06-29,79,Unknown,Reseda,06-037-1201,AQS
1990-06-30,103,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-07-01,89,Unknown,Pomona,06-037-1701,AQS
1990-07-02,79,Unknown,Azusa,06-037-0002,AQS
1990-07-03,89,Unknown,Pomona,06-037-1701,AQS
1990-07-04,79,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-07-05,103,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-07-06,100,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-07-07,47,Unknown,Glendora,06-037-0016,AQS
1990-07-08,47,Unknown,Pasadena,06-037-2005,AQS
1990-07-09,100,Unknown,Pasadena,06-037-2005,AQS
1990-07-10,127,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-07-11,110,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-07-12,100,Unknown,Pomona,06-037-1701,AQS
1990-07-13,106,Unknown,Lynwood,06-037-1301,AQS
1990-07-14,100,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-07-15,47,Unknown,Pomona,06-037-1701,AQS
1990-07-16,47,Unknown,Burbank,06-037-1002,AQS
1990-07-17,79,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-07-18,89,Unknown,Burbank,06-037-1002,AQS
1990-07-19,106,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-07-20,106,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-07-21,68,Unknown,Burbank,06-037-1002,AQS
1990-07-22,57,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-07-23,89,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-07-24,47,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-07-25,57,Unknown,Azusa,06-037-0002,AQS
1990-07-26,79,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-07-27,103,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-07-28,100,Unknown,Not Available,06-037-1601,AQS
1990-07-29,89,Unknown,Pomona,06-037-1701,AQS
1990-07-30,122,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-07-31,112,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-08-01,89,Unknown,Glendora,06-037-0016,AQS
1990-08-02,57,Unknown,Glendora,06-037-0016,AQS
1990-08-03,68,Unknown,Pomona,06-037-1701,AQS
1990-08-04,68,Unknown,Pomona,06-037-1701,AQS
1990-08-05,68,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-08-06,89,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-08-07,106,Unknown,Glendora,06-037-0016,AQS
1990-08-08,100,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-08-09,79,Unknown,Burbank,06-037-1002,AQS
1990-08-10,100,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-08-11,105,Unknown,Pomona,06-037-1701,AQS
1990-08-12,89,Unknown,Glendora,06-037-0016,AQS
1990-08-13,57,Unknown,Burbank,06-037-1002,AQS
1990-08-14,57,Unknown,Glendora,06-037-0016,AQS
1990-08-15,68,Unknown,Burbank,06-037-1002,AQS
1990-08-16,79,Unknown,Burbank,06-037-1002,AQS
1990-08-17,103,Unknown,Burbank,06-037-1002,AQS
1990-08-18,57,Unknown,Not Available,06-037-6002,AQS
1990-08-19,38,Unknown,Burbank,06-037-1002,AQS
1990-08-20,57,Unknown,Not Available,06-037-6002,AQS
1990-08-21,108,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-08-22,108,Unknown,Burbank,06-037-1002,AQS
1990-08-23,68,Unknown,Burbank,06-037-1002,AQS
1990-08-24,47,Unknown,Pomona,06-037-1701,AQS
1990-08-25,47,Unknown,Burbank,06-037-1002,AQS
1990-08-26,47,Unknown,Burbank,06-037-1002,AQS
1990-08-27,108,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-08-28,120,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-08-29,110,Unknown,Burbank,06-037-1002,AQS
1990-08-30,108,Unknown,Pomona,06-037-1701,AQS
1990-08-31,106,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-09-01,100,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-09-02,89,Unknown,Pomona,06-037-1701,AQS
1990-09-03,79,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-09-04,112,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-09-05,118,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-09-06,124,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-09-07,131,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-09-08,112,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-09-09,110,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-09-10,122,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-09-11,135,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-09-12,135,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-09-13,108,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-09-14,100,Unknown,Not Available,06-037-6002,AQS
1990-09-15,100,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-09-16,68,Unknown,Pomona,06-037-1701,AQS
1990-09-17,47,Unknown,Glendora,06-037-0016,AQS
1990-09-18,47,Unknown,Glendora,06-037-0016,AQS
1990-09-19,47,Unknown,Glendora,06-037-0016,AQS
1990-09-20,47,Unknown,Reseda,06-037-1201,AQS
1990-09-21,57,Unknown,Glendora,06-037-0016,AQS
1990-09-22,57,Unknown,West Los Angeles,06-037-0113,AQS
1990-09-23,47,Unknown,Glendora,06-037-0016,AQS
1990-09-24,79,Unknown,West Los Angeles,06-037-0113,AQS
1990-09-25,89,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-09-26,103,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-09-27,68,Unknown,Pomona,06-037-1701,AQS
1990-09-28,68,Unknown,Pomona,06-037-1701,AQS
1990-09-29,100,Unknown,Pomona,06-037-1701,AQS
1990-09-30,100,Unknown,Long Beach (North),06-037-4002,AQS
1990-10-01,68,Unknown,Glendora,06-037-0016,AQS
1990-10-02,68,Unknown,Glendora,06-037-0016,AQS
1990-10-03,103,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-10-04,114,Unknown,Long Beach (North),06-037-4002,AQS
1990-10-05,112,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-10-06,68,Unknown,Glendora,06-037-0016,AQS
1990-10-07,57,Unknown,Glendora,06-037-0016,AQS
1990-10-08,105,Unknown,West Los Angeles,06-037-0113,AQS
1990-10-09,106,Unknown,Burbank,06-037-1002,AQS
1990-10-10,114,Unknown,Not Available,06-037-2401,AQS
1990-10-11,112,Unknown,Pomona,06-037-1701,AQS
1990-10-12,127,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-10-13,108,Unknown,Pomona,06-037-1701,AQS
1990-10-14,79,Unknown,Reseda,06-037-1201,AQS
1990-10-15,100,Unknown,Glendora,06-037-0016,AQS
1990-10-16,103,Unknown,Not Available,06-037-6002,AQS
1990-10-17,89,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-10-18,100,Unknown,Not Available,06-037-1601,AQS
1990-10-19,68,Unknown,Glendora,06-037-0016,AQS
1990-10-20,89,Unknown,Pomona,06-037-1701,AQS
1990-10-21,89,Unknown,Pasadena,06-037-2005,AQS
1990-10-22,110,Unknown,Long Beach (North),06-037-4002,AQS
1990-10-23,122,Unknown,Pomona,06-037-1701,AQS
1990-10-24,125,Unknown,Not Available,06-037-2401,AQS
1990-10-25,125,Unknown,Not Available,06-037-2401,AQS
1990-10-26,133,Unknown,Long Beach (North),06-037-4002,AQS
1990-10-27,129,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-10-28,112,Unknown,Not Available,06-037-1601,AQS
1990-10-29,124,Unknown,Not Available,06-037-2401,AQS
1990-10-30,108,Unknown,Glendora,06-037-0016,AQS
1990-10-31,89,Unknown,Burbank,06-037-1002,AQS
1990-11-01,57,Unknown,Anaheim (1010 Harbor Blvd),06-059-0001,AQS
1990-11-02,79,Unknown,Lynwood,06-037-1301,AQS
1990-11-03,79,Unknown,Lynwood,06-037-1301,AQS
1990-11-04,100,Unknown,Pomona,06-037-1701,AQS
1990-11-05,108,Unknown,Long Beach (North),06-037-4002,AQS
1990-11-06,68,Unknown,Burbank,06-037-1002,AQS
1990-11-07,79,Unknown,Burbank,06-037-1002,AQS
1990-11-08,106,Unknown,Burbank,06-037-1002,AQS
1990-11-09,116,Unknown,Costa Mesa,06-059-1003,AQS
1990-11-10,112,Unknown,Costa Mesa,06-059-1003,AQS
1990-11-11,108,Unknown,Pomona,06-037-1701,AQS
1990-11-12,118,Unknown,Not Available,06-037-2401,AQS
1990-11-13,125,Unknown,Burbank,06-037-1002,AQS
1990-11-14,129,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-11-15,116,Unknown,West Los Angeles,06-037-0113,AQS
1990-11-16,120,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-11-17,79,Unknown,Pomona,06-037-1701,AQS
1990-11-18,100,Unknown,Pomona,06-037-1701,AQS
1990-11-19,79,Unknown,Glendora,06-037-0016,AQS
1990-11-20,68,Unknown,Long Beach (North),06-037-4002,AQS
1990-11-21,100,Unknown,Pomona,06-037-1701,AQS
1990-11-22,79,Unknown,Pomona,06-037-1701,AQS
1990-11-23,105,Unknown,Anaheim (1010 Harbor Blvd),06-059-0001,AQS
1990-11-24,100,Unknown,Not Available,06-037-6002,AQS
1990-11-25,89,Unknown,Burbank,06-037-1002,AQS
1990-11-26,57,Unknown,Anaheim (1010 Harbor Blvd),06-059-0001,AQS
1990-11-27,79,Unknown,Burbank,06-037-1002,AQS
1990-11-28,103,Unknown,Costa Mesa,06-059-1003,AQS
1990-11-29,105,Unknown,Burbank,06-037-1002,AQS
1990-11-30,110,Unknown,Not Available,06-037-1601,AQS
1990-12-01,112,Unknown,Anaheim (1010 Harbor Blvd),06-059-0001,AQS
1990-12-02,106,Unknown,Not Available,06-037-2401,AQS
1990-12-03,108,Unknown,Costa Mesa,06-059-1003,AQS
1990-12-04,108,Unknown,Costa Mesa,06-059-1003,AQS
1990-12-05,114,Unknown,Burbank,06-037-1002,AQS
1990-12-06,114,Unknown,Costa Mesa,06-059-1003,AQS
1990-12-07,114,Unknown,Costa Mesa,06-059-1003,AQS
1990-12-08,108,Unknown,Costa Mesa,06-059-1003,AQS
1990-12-09,106,Unknown,Lynwood,06-037-1301,AQS
1990-12-10,114,Unknown,Not Available,06-037-2401,AQS
1990-12-11,108,Unknown,Pasadena,06-037-2005,AQS
1990-12-12,89,Unknown,Glendora,06-037-0016,AQS
1990-12-13,89,Unknown,Lynwood,06-037-1301,AQS
1990-12-14,100,Unknown,Anaheim (1010 Harbor Blvd),06-059-0001,AQS
1990-12-15,89,Unknown,Hawthorne,06-037-5001,AQS
1990-12-16,57,Unknown,Lynwood,06-037-1301,AQS
1990-12-17,89,Unknown,Burbank,06-037-1002,AQS
1990-12-18,100,Unknown,Burbank,06-037-1002,AQS
1990-12-19,68,Unknown,Lynwood,06-037-1301,AQS
1990-12-20,57,Unknown,Lynwood,06-037-1301,AQS
1990-12-21,68,Unknown,Lynwood,06-037-1301,AQS
1990-12-22,68,Unknown,Lynwood,06-037-1301,AQS
1990-12-23,89,Unknown,Costa Mesa,06-059-1003,AQS
1990-12-24,68,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-12-25,79,Unknown,Anaheim (1010 Harbor Blvd),06-059-0001,AQS
1990-12-26,105,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-12-27,89,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1990-12-28,100,Unknown,Hawthorne,06-037-5001,AQS
1990-12-29,68,Unknown,Lynwood,06-037-1301,AQS
1990-12-30,79,Unknown,Lynwood,06-037-1301,AQS
1990-12-31,100,Unknown,La Habra,06-059-5001,AQS
1991-01-01,105,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1991-01-02,110,Unknown,Anaheim (1010 Harbor Blvd),06-059-0001,AQS
1991-01-03,105,Unknown,Anaheim (1010 Harbor Blvd),06-059-0001,AQS
1991-01-04,57,Unknown,Hawthorne,06-037-5001,AQS
1991-01-05,68,Unknown,Glendora,06-037-0016,AQS
1991-01-06,47,Unknown,Glendora,06-037-0016,AQS
1991-01-07,79,Unknown,Lynwood,06-037-1301,AQS
1991-01-08,105,Unknown,Glendora,06-037-0016,AQS
1991-01-09,68,Unknown,Glendora,06-037-0016,AQS
1991-01-10,110,Unknown,Burbank,06-037-1002,AQS
1991-01-11,112,Unknown,Anaheim (1010 Harbor Blvd),06-059-0001,AQS
1991-01-12,114,Unknown,Anaheim (1010 Harbor Blvd),06-059-0001,AQS
1991-01-13,110,Unknown,Long Beach (North),06-037-4002,AQS
1991-01-14,110,Unknown,Anaheim (1010 Harbor Blvd),06-059-0001,AQS
1991-01-15,114,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1991-01-16,68,Unknown,Lynwood,06-037-1301,AQS
1991-01-17,100,Unknown,Lynwood,06-037-1301,AQS
1991-01-18,103,Unknown,West Los Angeles,06-037-0113,AQS
1991-01-19,100,Unknown,Reseda,06-037-1201,AQS
1991-01-20,100,Unknown,Reseda,06-037-1201,AQS
1991-01-21,68,Unknown,Reseda,06-037-1201,AQS
1991-01-22,105,Unknown,Lynwood,06-037-1301,AQS
1991-01-23,105,Unknown,Reseda,06-037-1201,AQS
1991-01-24,103,Unknown,Azusa,06-037-0002,AQS
1991-01-25,106,Unknown,Anaheim (1010 Harbor Blvd),06-059-0001,AQS
1991-01-26,100,Unknown,Azusa,06-037-0002,AQS
1991-01-27,79,Unknown,Azusa,06-037-0002,AQS
1991-01-28,100,Unknown,Glendora,06-037-0016,AQS
1991-01-29,89,Unknown,Glendora,06-037-0016,AQS
1991-01-30,105,Unknown,Azusa,06-037-0002,AQS
1991-01-31,108,Unknown,Costa Mesa,06-059-1003,AQS
1991-02-01,108,Unknown,Anaheim (1010 Harbor Blvd),06-059-0001,AQS
1991-02-02,116,Unknown,Pasadena,06-037-2005,AQS
1991-02-03,110,Unknown,Reseda,06-037-1201,AQS
1991-02-04,122,Unknown,Lynwood,06-037-1301,AQS
1991-02-05,124,Unknown,Burbank,06-037-1002,AQS
1991-02-06,106,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1991-02-07,114,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1991-02-08,135,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1991-02-09,108,Unknown,Anaheim (1010 Harbor Blvd),06-059-0001,AQS
1991-02-10,105,Unknown,Anaheim (1010 Harbor Blvd),06-059-0001,AQS
1991-02-11,112,Unknown,Anaheim (1010 Harbor Blvd),06-059-0001,AQS
1991-02-12,105,Unknown,Anaheim (1010 Harbor Blvd),06-059-0001,AQS
1991-02-13,116,Unknown,Pasadena,06-037-2005,AQS
1991-02-14,129,Unknown,West Los Angeles,06-037-0113,AQS
1991-02-15,118,Unknown,Azusa,06-037-0002,AQS
1991-02-16,68,Unknown,West Los Angeles,06-037-0113,AQS
1991-02-17,47,Unknown,West Los Angeles,06-037-0113,AQS
1991-02-18,100,Unknown,Burbank,06-037-1002,AQS
1991-02-19,100,Unknown,Reseda,06-037-1201,AQS
1991-02-20,114,Unknown,Long Beach (North),06-037-4002,AQS
1991-02-21,124,Unknown,Lynwood,06-037-1301,AQS
1991-02-22,114,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1991-02-23,106,Unknown,Reseda,06-037-1201,AQS
1991-02-24,79,Unknown,Azusa,06-037-0002,AQS
1991-02-25,116,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1991-02-26,100,Unknown,Pomona,06-037-1701,AQS
1991-02-27,57,Unknown,Azusa,06-037-0002,AQS
1991-02-28,57,Unknown,Long Beach (North),06-037-4002,AQS
1991-03-01,57,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
1991-03-02,47,Unknown,Azusa,06-037-0002,AQS
1991-03-03,68,Unknown,Azusa,06-037-0002,AQS
1991-03-04,112,Unknown,Long Beach (North),06-037-4002,AQS
1991-03-05,57,Unknown,Long Beach (North),06-037-4002,AQS
1991-03-06,68,Unknown,Long Beach (North),06-037-4002,AQS
1991-03-07,89,Unknown,Los Angeles-North Main Street,06-037-1103,AQS
