STATION,NAME,DATE,TAVG,TMAX,TMIN
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2022-07-06,,94.0,76.0
US1GAGW0062,"TUCKER 2.3 NNE, GA US",2022-07-06,,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2022-07-06,,,
US1GADK0033,"DECATUR 1.2 NE, GA US",2022-07-06,,,
US1GADK0013,"DECATUR 1.2 SE, GA US",2022-07-06,,,
US1GADK0036,"DUNWOODY 1.2 SW, GA US",2022-07-06,,,
US1GADK0064,"DECATUR 2.6 NNE, GA US",2022-07-06,,,
US1GADK0051,"TUCKER 0.6 N, GA US",2022-07-06,,,
US1GAFT0067,"COLLEGE PARK 1.6 NNW, GA US",2022-07-06,,,
US1GADK0002,"TUCKER 2.3 W, GA US",2022-07-06,,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",2022-07-06,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2022-07-06,,,
US1GACB0068,"SMYRNA 0.2 ESE, GA US",2022-07-06,,,
US1GACB0037,"SMYRNA 0.4 NE, GA US",2022-07-06,,,
US1GACB0004,"SANDY SPRINGS 3.2 WNW, GA US",2022-07-07,,,
US1GADK0033,"DECATUR 1.2 NE, GA US",2022-07-07,,,
US1GAGW0062,"TUCKER 2.3 NNE, GA US",2022-07-07,,,
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2022-07-07,,,
US1GADK0049,"AVONDALE ESTATES 0.4 ESE, GA US",2022-07-07,,,
US1GAFT0048,"ROSWELL 5.9 SE, GA US",2022-07-07,,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",2022-07-07,,,
US1GADK0013,"DECATUR 1.2 SE, GA US",2022-07-07,,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2022-07-07,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2022-07-07,,94.0,74.0
US1GADK0036,"DUNWOODY 1.2 SW, GA US",2022-07-07,,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",2022-07-07,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2022-07-07,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2022-07-07,,94.0,75.0
US1GACB0068,"SMYRNA 0.2 ESE, GA US",2022-07-07,,,
US1GADK0002,"TUCKER 2.3 W, GA US",2022-07-07,,,
US1GACB0002,"SMYRNA 2.3 NE, GA US",2022-07-07,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2022-07-07,,,
US1GACB0037,"SMYRNA 0.4 NE, GA US",2022-07-07,,,
US1GADK0060,"DECATUR 3.9 SE, GA US",2022-07-07,,,
US1GAFT0067,"COLLEGE PARK 1.6 NNW, GA US",2022-07-07,,,
US1GADK0041,"DECATUR 2.6 NE, GA US",2022-07-07,,,
US1GADK0064,"DECATUR 2.6 NNE, GA US",2022-07-07,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2022-07-07,,94.0,76.0
US1GADK0061,"CHAMBLEE 1.2 SW, GA US",2022-07-07,,,
US1GADK0051,"TUCKER 0.6 N, GA US",2022-07-07,,,
US1GADK0064,"DECATUR 2.6 NNE, GA US",2022-07-08,,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",2022-07-08,,,
US1GADK0060,"DECATUR 3.9 SE, GA US",2022-07-08,,,
US1GAGW0062,"TUCKER 2.3 NNE, GA US",2022-07-08,,,
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2022-07-08,,,
US1GADK0036,"DUNWOODY 1.2 SW, GA US",2022-07-08,,,
US1GADK0002,"TUCKER 2.3 W, GA US",2022-07-08,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2022-07-08,,,
US1GACB0004,"SANDY SPRINGS 3.2 WNW, GA US",2022-07-08,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2022-07-08,,96.0,72.0
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2022-07-08,,95.0,74.0
US1GADK0061,"CHAMBLEE 1.2 SW, GA US",2022-07-08,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2022-07-08,,94.0,74.0
US1GADK0041,"DECATUR 2.6 NE, GA US",2022-07-08,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2022-07-08,,,
US1GACB0002,"SMYRNA 2.3 NE, GA US",2022-07-08,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2022-07-08,,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",2022-07-08,,,
US1GADK0033,"DECATUR 1.2 NE, GA US",2022-07-08,,,
US1GADK0013,"DECATUR 1.2 SE, GA US",2022-07-08,,,
US1GACB0068,"SMYRNA 0.2 ESE, GA US",2022-07-08,,,
US1GAFT0067,"COLLEGE PARK 1.6 NNW, GA US",2022-07-08,,,
US1GADK0051,"TUCKER 0.6 N, GA US",2022-07-08,,,
US1GADK0049,"AVONDALE ESTATES 0.4 ESE, GA US",2022-07-08,,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2022-07-08,,,
US1GADK0060,"DECATUR 3.9 SE, GA US",2022-07-09,,,
US1GADK0036,"DUNWOODY 1.2 SW, GA US",2022-07-09,,,
US1GADK0033,"DECATUR 1.2 NE, GA US",2022-07-09,,,
US1GADK0049,"AVONDALE ESTATES 0.4 ESE, GA US",2022-07-09,,,
US1GACB0004,"SANDY SPRINGS 3.2 WNW, GA US",2022-07-09,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2022-07-09,,,
US1GAFT0048,"ROSWELL 5.9 SE, GA US",2022-07-09,,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",2022-07-09,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2022-07-09,,87.0,73.0
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2022-07-09,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2022-07-09,,,
US1GADK0061,"CHAMBLEE 1.2 SW, GA US",2022-07-09,,,
US1GAFT0067,"COLLEGE PARK 1.6 NNW, GA US",2022-07-09,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2022-07-09,,88.0,74.0
US1GADK0051,"TUCKER 0.6 N, GA US",2022-07-09,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2022-07-09,,,
US1GACB0068,"SMYRNA 0.2 ESE, GA US",2022-07-09,,,
US1GACB0002,"SMYRNA 2.3 NE, GA US",2022-07-09,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2022-07-09,,87.0,71.0
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2022-07-09,,,
US1GADK0002,"TUCKER 2.3 W, GA US",2022-07-09,,,
US1GADK0013,"DECATUR 1.2 SE, GA US",2022-07-09,,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",2022-07-09,,,
US1GAGW0062,"TUCKER 2.3 NNE, GA US",2022-07-09,,,
US1GADK0064,"DECATUR 2.6 NNE, GA US",2022-07-09,,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2022-07-10,,,
US1GADK0049,"AVONDALE ESTATES 0.4 ESE, GA US",2022-07-10,,,
US1GACB0004,"SANDY SPRINGS 3.2 WNW, GA US",2022-07-10,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2022-07-10,,87.0,74.0
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2022-07-10,,87.0,72.0
US1GAFT0048,"ROSWELL 5.9 SE, GA US",2022-07-10,,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",2022-07-10,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2022-07-10,,,
US1GADK0064,"DECATUR 2.6 NNE, GA US",2022-07-10,,,
US1GADK0041,"DECATUR 2.6 NE, GA US",2022-07-10,,,
US1GADK0060,"DECATUR 3.9 SE, GA US",2022-07-10,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2022-07-10,,88.0,73.0
US1GADK0036,"DUNWOODY 1.2 SW, GA US",2022-07-10,,,
US1GAFT0067,"COLLEGE PARK 1.6 NNW, GA US",2022-07-10,,,
US1GADK0061,"CHAMBLEE 1.2 SW, GA US",2022-07-10,,,
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2022-07-10,,,
US1GADK0051,"TUCKER 0.6 N, GA US",2022-07-10,,,
US1GACB0002,"SMYRNA 2.3 NE, GA US",2022-07-10,,,
US1GADK0013,"DECATUR 1.2 SE, GA US",2022-07-10,,,
US1GADK0002,"TUCKER 2.3 W, GA US",2022-07-10,,,
US1GACB0068,"SMYRNA 0.2 ESE, GA US",2022-07-10,,,
US1GAGW0062,"TUCKER 2.3 NNE, GA US",2022-07-10,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2022-07-10,,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",2022-07-10,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2022-07-10,,,
US1GADK0033,"DECATUR 1.2 NE, GA US",2022-07-10,,,
US1GADK0057,"ATLANTA 4.4 E, GA US",2022-07-11,,,
US1GACB0037,"SMYRNA 0.4 NE, GA US",2022-07-11,,,
US1GACB0068,"SMYRNA 0.2 ESE, GA US",2022-07-11,,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2022-07-11,,,
US1GADK0013,"DECATUR 1.2 SE, GA US",2022-07-11,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2022-07-11,,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",2022-07-11,,,
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2022-07-11,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2022-07-11,,82.0,72.0
US1GAFT0048,"ROSWELL 5.9 SE, GA US",2022-07-11,,,
US1GADK0032,"DECATUR 1.4 N, GA US",2022-07-11,,,
US1GADK0061,"CHAMBLEE 1.2 SW, GA US",2022-07-11,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2022-07-11,,82.0,69.0
US1GADK0049,"AVONDALE ESTATES 0.4 ESE, GA US",2022-07-11,,,
US1GADK0036,"DUNWOODY 1.2 SW, GA US",2022-07-11,,,
US1GADK0041,"DECATUR 2.6 NE, GA US",2022-07-11,,,
US1GADK0033,"DECATUR 1.2 NE, GA US",2022-07-11,,,
US1GADK0002,"TUCKER 2.3 W, GA US",2022-07-11,,,
US1GACB0004,"SANDY SPRINGS 3.2 WNW, GA US",2022-07-11,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2022-07-11,,,
US1GACB0002,"SMYRNA 2.3 NE, GA US",2022-07-11,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2022-07-11,,81.0,72.0
US1GAFT0037,"ATLANTA 3.2 S, GA US",2022-07-11,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2022-07-11,,,
US1GAGW0062,"TUCKER 2.3 NNE, GA US",2022-07-11,,,
US1GADK0060,"DECATUR 3.9 SE, GA US",2022-07-11,,,
US1GADK0064,"DECATUR 2.6 NNE, GA US",2022-07-11,,,
US1GAFT0067,"COLLEGE PARK 1.6 NNW, GA US",2022-07-12,,,
US1GADK0064,"DECATUR 2.6 NNE, GA US",2022-07-12,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2022-07-12,,,
US1GAGW0062,"TUCKER 2.3 NNE, GA US",2022-07-12,,,
US1GACB0004,"SANDY SPRINGS 3.2 WNW, GA US",2022-07-12,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2022-07-12,,88.0,70.0
US1GADK0036,"DUNWOODY 1.2 SW, GA US",2022-07-12,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2022-07-12,,88.0,73.0
US1GAFT0005,"ATLANTA 3.7 N, GA US",2022-07-12,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2022-07-12,,88.0,70.0
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2022-07-12,,,
US1GACB0002,"SMYRNA 2.3 NE, GA US",2022-07-12,,,
US1GADK0033,"DECATUR 1.2 NE, GA US",2022-07-12,,,
US1GADK0013,"DECATUR 1.2 SE, GA US",2022-07-12,,,
US1GAFT0048,"ROSWELL 5.9 SE, GA US",2022-07-12,,,
US1GADK0049,"AVONDALE ESTATES 0.4 ESE, GA US",2022-07-12,,,
US1GACB0037,"SMYRNA 0.4 NE, GA US",2022-07-12,,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",2022-07-12,,,
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2022-07-12,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2022-07-12,,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2022-07-12,,,
US1GADK0057,"ATLANTA 4.4 E, GA US",2022-07-12,,,
US1GADK0002,"TUCKER 2.3 W, GA US",2022-07-12,,,
US1GADK0049,"AVONDALE ESTATES 0.4 ESE, GA US",2022-07-13,,,
US1GACB0068,"SMYRNA 0.2 ESE, GA US",2022-07-13,,,
US1GADK0061,"CHAMBLEE 1.2 SW, GA US",2022-07-13,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2022-07-13,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2022-07-13,,,
US1GACB0004,"SANDY SPRINGS 3.2 WNW, GA US",2022-07-13,,,
US1GADK0033,"DECATUR 1.2 NE, GA US",2022-07-13,,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2022-07-13,,,
US1GACB0002,"SMYRNA 2.3 NE, GA US",2022-07-13,,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",2022-07-13,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2022-07-13,,91.0,74.0
US1GADK0057,"ATLANTA 4.4 E, GA US",2022-07-13,,,
US1GAFT0067,"COLLEGE PARK 1.6 NNW, GA US",2022-07-13,,,
US1GADK0013,"DECATUR 1.2 SE, GA US",2022-07-13,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2022-07-13,,,
US1GADK0036,"DUNWOODY 1.2 SW, GA US",2022-07-13,,,
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2022-07-13,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2022-07-13,,90.0,73.0
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2022-07-13,,90.0,72.0
US1GADK0002,"TUCKER 2.3 W, GA US",2022-07-13,,,
US1GACB0037,"SMYRNA 0.4 NE, GA US",2022-07-13,,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",2022-07-13,,,
US1GAGW0062,"TUCKER 2.3 NNE, GA US",2022-07-14,,,
US1GADK0061,"CHAMBLEE 1.2 SW, GA US",2022-07-14,,,
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2022-07-14,,,
US1GADK0060,"DECATUR 3.9 SE, GA US",2022-07-14,,,
US1GACB0002,"SMYRNA 2.3 NE, GA US",2022-07-14,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2022-07-14,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2022-07-14,,,
US1GADK0036,"DUNWOODY 1.2 SW, GA US",2022-07-14,,,
US1GADK0013,"DECATUR 1.2 SE, GA US",2022-07-14,,,
US1GADK0041,"DECATUR 2.6 NE, GA US",2022-07-14,,,
US1GADK0002,"TUCKER 2.3 W, GA US",2022-07-14,,,
US1GADK0057,"ATLANTA 4.4 E, GA US",2022-07-14,,,
US1GAFT0067,"COLLEGE PARK 1.6 NNW, GA US",2022-07-14,,,
US1GADK0032,"DECATUR 1.4 N, GA US",2022-07-14,,,
US1GACB0037,"SMYRNA 0.4 NE, GA US",2022-07-14,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2022-07-14,,89.0,73.0
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2022-07-14,,90.0,73.0
US1GAFT0037,"ATLANTA 3.2 S, GA US",2022-07-14,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2022-07-14,,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2022-07-14,,,
US1GADK0033,"DECATUR 1.2 NE, GA US",2022-07-14,,,
US1GADK0049,"AVONDALE ESTATES 0.4 ESE, GA US",2022-07-14,,,
US1GACB0004,"SANDY SPRINGS 3.2 WNW, GA US",2022-07-14,,,
US1GAFT0048,"ROSWELL 5.9 SE, GA US",2022-07-14,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2022-07-14,,89.0,72.0
US1GACB0068,"SMYRNA 0.2 ESE, GA US",2022-07-14,,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",2022-07-14,,,
US1GACB0016,"MARIETTA 8.3 NE, GA US",2022-07-15,,,
US1GADK0033,"DECATUR 1.2 NE, GA US",2022-07-15,,,
US1GADK0002,"TUCKER 2.3 W, GA US",2022-07-15,,,
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2022-07-15,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2022-07-15,,,
US1GADK0061,"CHAMBLEE 1.2 SW, GA US",2022-07-15,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2022-07-15,,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2022-07-15,,,
US1GACB0037,"SMYRNA 0.4 NE, GA US",2022-07-15,,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",2022-07-15,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2022-07-15,,93.0,68.0
US1GAFT0037,"ATLANTA 3.2 S, GA US",2022-07-15,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2022-07-15,,92.0,67.0
US1GACB0002,"SMYRNA 2.3 NE, GA US",2022-07-15,,,
US1GADK0036,"DUNWOODY 1.2 SW, GA US",2022-07-15,,,
US1GAGW0062,"TUCKER 2.3 NNE, GA US",2022-07-15,,,
US1GACB0068,"SMYRNA 0.2 ESE, GA US",2022-07-15,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2022-07-15,,91.0,71.0
US1GADK0049,"AVONDALE ESTATES 0.4 ESE, GA US",2022-07-15,,,
US1GAFT0067,"COLLEGE PARK 1.6 NNW, GA US",2022-07-15,,,
US1GADK0057,"ATLANTA 4.4 E, GA US",2022-07-15,,,
US1GAFT0048,"ROSWELL 5.9 SE, GA US",2022-07-15,,,
US1GADK0064,"DECATUR 2.6 NNE, GA US",2022-07-15,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2022-07-15,,,
US1GACB0004,"SANDY SPRINGS 3.2 WNW, GA US",2022-07-15,,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",2022-07-16,,,
US1GACB0068,"SMYRNA 0.2 ESE, GA US",2022-07-16,,,
US1GAFT0067,"COLLEGE PARK 1.6 NNW, GA US",2022-07-16,,,
US1GAFT0048,"ROSWELL 5.9 SE, GA US",2022-07-16,,,
US1GADK0033,"DECATUR 1.2 NE, GA US",2022-07-16,,,
US1GACB0002,"SMYRNA 2.3 NE, GA US",2022-07-16,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2022-07-16,,,
US1GADK0057,"ATLANTA 4.4 E, GA US",2022-07-16,,,
US1GADK0049,"AVONDALE ESTATES 0.4 ESE, GA US",2022-07-16,,,
US1GAGW0062,"TUCKER 2.3 NNE, GA US",2022-07-16,,,
US1GADK0064,"DECATUR 2.6 NNE, GA US",2022-07-16,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2022-07-16,,89.0,68.0
US1GADK0002,"TUCKER 2.3 W, GA US",2022-07-16,,,
US1GADK0046,"DECATUR 4.3 NNE, GA US",2022-07-16,,,
US1GAFT0005,"ATLANTA 3.7 N, GA US",2022-07-16,,,
US1GADK0061,"CHAMBLEE 1.2 SW, GA US",2022-07-16,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2022-07-16,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2022-07-16,,90.0,71.0
US1GACB0004,"SANDY SPRINGS 3.2 WNW, GA US",2022-07-16,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2022-07-16,,89.0,70.0
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2022-07-16,,,
US1GADK0036,"DUNWOODY 1.2 SW, GA US",2022-07-16,,,
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2022-07-16,,,
US1GACB0004,"SANDY SPRINGS 3.2 WNW, GA US",2022-07-17,,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",2022-07-17,,,
US1GADK0002,"TUCKER 2.3 W, GA US",2022-07-17,,,
US1GADK0046,"DECATUR 4.3 NNE, GA US",2022-07-17,,,
US1GADK0064,"DECATUR 2.6 NNE, GA US",2022-07-17,,,
US1GADK0036,"DUNWOODY 1.2 SW, GA US",2022-07-17,,,
US1GAGW0062,"TUCKER 2.3 NNE, GA US",2022-07-17,,,
US1GADK0049,"AVONDALE ESTATES 0.4 ESE, GA US",2022-07-17,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2022-07-17,,90.0,70.0
US1GADK0057,"ATLANTA 4.4 E, GA US",2022-07-17,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2022-07-17,,,
US1GADK0007,"NORTH DECATUR 3.0 NNE, GA US",2022-07-17,,,
US1GAFT0067,"COLLEGE PARK 1.6 NNW, GA US",2022-07-17,,,
US1GAFT0048,"ROSWELL 5.9 SE, GA US",2022-07-17,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2022-07-17,,90.0,73.0
US1GACB0016,"MARIETTA 8.3 NE, GA US",2022-07-17,,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2022-07-17,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2022-07-17,,,
US1GACB0002,"SMYRNA 2.3 NE, GA US",2022-07-17,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2022-07-17,,89.0,70.0
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2022-07-17,,,
US1GADK0033,"DECATUR 1.2 NE, GA US",2022-07-17,,,
US1GADK0061,"CHAMBLEE 1.2 SW, GA US",2022-07-17,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2022-07-17,,,
US1GAHY0007,"ELLENWOOD 2.5 NE, GA US",2022-07-18,,,
US1GADK0007,"NORTH DECATUR 3.0 NNE, GA US",2022-07-18,,,
US1GACB0016,"MARIETTA 8.3 NE, GA US",2022-07-18,,,
US1GADK0033,"DECATUR 1.2 NE, GA US",2022-07-18,,,
USW00053863,"ATLANTA DEKALB PEACHTREE AIRPORT, GA US",2022-07-18,,91.0,69.0
US1GACB0002,"SMYRNA 2.3 NE, GA US",2022-07-18,,,
US1GADK0046,"DECATUR 4.3 NNE, GA US",2022-07-18,,,
US1GADK0001,"TUCKER 1.3 ENE, GA US",2022-07-18,,,
US1GAFT0067,"COLLEGE PARK 1.6 NNW, GA US",2022-07-18,,,
US1GAFT0024,"ATLANTA 2.3 NE, GA US",2022-07-18,,,
US1GADK0009,"NORTH DECATUR 2.6 N, GA US",2022-07-18,,,
US1GACB0004,"SANDY SPRINGS 3.2 WNW, GA US",2022-07-18,,,
USW00013874,"ATLANTA HARTSFIELD JACKSON INTERNATIONAL AIRPORT, GA US",2022-07-18,,93.0,73.0
US1GADK0036,"DUNWOODY 1.2 SW, GA US",2022-07-18,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2022-07-18,,92.0,70.0
US1GADK0002,"TUCKER 2.3 W, GA US",2022-07-18,,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",2022-07-18,,,
US1GAGW0062,"TUCKER 2.3 NNE, GA US",2022-07-18,,,
USC00092753,"DORAVILLE 2 NNE, GA US",2022-07-18,,,
US1GADK0061,"CHAMBLEE 1.2 SW, GA US",2022-07-18,,,
US1GADK0049,"AVONDALE ESTATES 0.4 ESE, GA US",2022-07-18,,,
US1GADK0064,"DECATUR 2.6 NNE, GA US",2022-07-18,,,
US1GADK0046,"DECATUR 4.3 NNE, GA US",2022-07-19,,,
USW00003888,"ATLANTA FULTON CO AIRPORT, GA US",2022-07-19,,86.0,69.0
US1GACB0004,"SANDY SPRINGS 3.2 WNW, GA US",2022-07-19,,,
US1GAFT0037,"ATLANTA 3.2 S, GA US",2022-07-19,,,
US1GADK0007,"NORTH DECATUR 3.0 NNE, GA US",2022-07-19,,,
US1GAFT0048,"ROSWELL 5.9 SE, GA US",2022-07-19,,,
US1GADK0036,"DUNWOODY 1.2 SW, GA US",2022-07-19,,,
US1GADK0049,"AVONDALE ESTATES 0.4 ESE, GA US",2022-07-19,,,
US1GADK0064,"DECATUR 2.6 NNE, GA US",2022-07-19,,,
US1GADK0061,"CHAMBLEE 1.2 SW, GA US",2022-07-19,,,
US1GACB0016,"MARIETTA 8.3 NE, GA US",2022-07-19,,,
